名稱,註冊號碼,地址,統編,緯度,經度,日期
巃津企業有限公司,99616224,新北市中和區中板路15巷6號,89958407,121.48416,25.01144,中華民國59年08月23日 03:38:51
美又廉食品工業有限公司,99616792,新北市三重區中興北街175巷18號,70353842,121.4706,25.05608,中華民國59年08月23日 03:38:51
銘呈食品行,99609223,新北市中和區橋安街一九號二樓,30299288,121.49256,25.00409,中華民國59年08月23日 03:38:51
凱瑞生物科技股份有限公司,99603126,新北市新莊區化成路一四六號四樓、一二０號二樓,16543450,121.46549,25.04489,中華民國59年08月23日 03:38:51
佶露有限公司,99606469,新北市新莊區化成路124號及124號2樓,16994145,121.46584,25.04472,中華民國59年08月23日 03:38:51
爵信實業有限公司,99618135,新北市三重區三重市重新路五段六三五之二號七樓,97319586,121.48836,25.06083,中華民國59年08月23日 03:38:51
清芳實業股份有限公司汐止廠,99602119,新北市汐止區福德一路三五一巷一一弄一號三樓,70679679,121.62982,25.06119,中華民國59年08月23日 03:38:51
愛味香食品股份有限公司,99607604,新北市鶯歌區中正三路491巷7號,96862639,121.32105,24.93279,中華民國59年08月23日 03:38:51
穀豐食品工業有限公司鶯歌廠,99601624,新北市鶯歌區中正三路491巷3號,16928032,121.32084,24.93302,中華民國59年08月23日 03:38:51
佳美樂實業有限公司,99614419,新北市樹林區東大街166號及東順街91號,16783795,121.40938,24.97576,中華民國59年08月23日 03:38:51
香樂食品股份有限公司樹林廠,99603699,新北市樹林區大安路502號3樓之1、之4、之5,22219776,121.41394,24.98642,中華民國59年08月23日 03:38:51
奇軒有限公司,99604208,新北市新店區中正路五四三號二樓,84828089,121.53343,24.98702,中華民國59年08月23日 03:38:51
綠生技股份有限公司,99600252,新北市中和區立德街一００、一０二、一０六號四樓,13035571,121.48683,25.00837,中華民國59年08月23日 03:38:51
十倍速食品科技行,99611170,新北市新莊區中正路六五九之二號四樓,18455853,121.42777,25.03036,中華民國59年08月23日 03:38:51
裕益食品有限公司,99601410,新北市新店區中正路五三八巷六號五樓,97477732,121.53428,24.98398,中華民國59年08月23日 03:38:51
達美樂披薩股份有限公司台北廠,99614201,新北市新莊區中正路五四四號,86385187,121.43035,25.0315,中華民國59年08月23日 03:38:51
金泰瑞實業有限公司,99608254,新北市新店區中正路四維巷八弄五號五樓,70690909,121.53493,24.98506,中華民國59年08月23日 03:38:51
華漢冷凍食品工業股份有限公司五股廠,99603690,新北市五股區五工六路四七號,23902065,121.4461,25.06541,中華民國59年08月23日 03:38:51
上品咖啡業股份有限公司,99606360,新北市土城區大暖路一四八號,5182514,121.42382,24.95532,中華民國59年08月23日 03:38:51
新連茂食品有限公司中和廠,99616021,新北市中和區建六路六七巷三號,70710377,121.48667,25.00263,中華民國59年08月23日 03:38:51
珍品軒食品有限公司,99619616,新北市中和區立德街一一二號地下一樓,24394588,121.48728,25.00855,中華民國59年08月23日 03:38:51
宏遠國際餐飲股份有限公司五股廠,99600599,新北市五股區五權路四九號,25094980,121.45276,25.06911,中華民國59年08月23日 03:38:51
寶來發食品股份有限公司汐止廠,99601317,新北市汐止區福德一路三九二巷四二弄一七號,86511157,121.62761,25.06272,中華民國59年08月23日 03:38:51
民品有限公司中和廠,99689817,新北市中和區新民街一一二號五樓之九,23293844,121.48044,25.00837,中華民國59年08月23日 03:38:51
富華股份有限公司汐止廠,99605627,新北市汐止區保新街一五０號一樓、二樓,22729476,121.6882,25.0688,中華民國59年08月23日 03:38:51
柏諾食品股份有限公司,99600231,新北市三重區光華路46號,89591160,121.46751,25.05994,中華民國59年08月23日 03:38:51
陸仕企業股份有限公司台北廠,99601965,新北市瑞芳區頂坪路瑞芳工業區一二九號,83414913,121.79301,25.10205,中華民國59年08月23日 03:38:51
振芳股份有限公司五股廠,99600338,新北市五股區五工六路22號,3341208,121.44947,25.06299,中華民國59年08月23日 03:38:51
富信食品有限公司樹林廠,99600879,新北市樹林區東順街五七巷五號,12767773,121.41145,24.9773,中華民國59年08月23日 03:38:51
豐茂生技有機食品股份有限公司,99601312,新北市新莊區五權三路四號之二,12713860,121.45138,25.06222,中華民國59年08月23日 03:38:51
自然風生物科技有限公司食品廠,99602477,新北市樹林區柑園街二段一二二巷二號二樓,28744170,121.38436,24.95543,中華民國59年08月23日 03:38:51
中日藥品股份有限公司瑞芳廠,99601736,新北市瑞芳區頂坪路瑞芳工業區二九號,15045808,121.79301,25.10205,中華民國59年08月23日 03:38:51
鴻順食品有限公司,99602934,新北市八里區博物館路三一號二樓,54851409,121.41411,25.16271,中華民國59年08月23日 03:38:51
薪味香食品股份有限公司,99603192,新北市土城區永豐路一九五巷三五號,12993686,121.47527,24.97908,中華民國59年08月23日 03:38:51
仁德國際股份有限公司,99606222,新北市中和區中板路7之2號4樓,12910736,121.48477,25.01156,中華民國59年08月23日 03:38:51
勤大食品有限公司,99606373,新北市新莊區福營路一六五巷四二號之一、四四號一樓,70618718,121.43307,25.02962,中華民國59年08月23日 03:38:51
仕龍咖啡有限公司,99606798,新北市中和區員山路四六六巷二一弄三一號,96948545,121.48083,25.00757,中華民國59年08月23日 03:38:51
圓方達企業有限公司三重廠,99606727,新北市三重區新北大道2段260號4樓之3,84475682,121.46604,25.06172,中華民國59年08月23日 03:38:51
富凰企業股份有限公司五股廠,99606878,新北市新莊區五權二路二０號之一,12298913,121.45725,25.06656,中華民國59年08月23日 03:38:51
奇華股份有限公司五股廠,99607349,新北市五股區中興路1段10號7樓、7樓之1、之2、之3、之5、之6,12365601,121.46937,25.0728,中華民國59年08月23日 03:38:51
東阪國際股份有限公司,99607625,新北市中和區立德街148巷28、38、40號7樓,12713215,121.48655,25.00912,中華民國59年08月23日 03:38:51
青葉國際有限公司,99608470,新北市八里區龍米路二段二三二巷七號,79950412,121.43177,25.15918,中華民國59年08月23日 03:38:51
國義食品實業有限公司土城廠,99609744,新北市土城區承天路八三之一二號,16273694,121.44059,24.96273,中華民國59年08月23日 03:38:51
福和生鮮農產股份有限公司,99615345,新北市中和區連城路194巷4號,80142086,121.49199,24.99743,中華民國59年08月23日 03:38:51
葆祥實業有限公司,99619295,新北市鶯歌區中正三路491巷8號,84891060,121.32085,24.93278,中華民國59年08月23日 03:38:51
健逢生物科技企業有限公司（食品廠）,99619423,新北市鶯歌區建國路596巷68、70號(食品廠區)1樓、2樓,16194256,121.34094,24.95177,中華民國59年08月23日 03:38:51
太陽牧場食品製造廠,99619603,新北市深坑區北深路三段一五五巷二一號三樓,14876903,121.60217,25.00226,中華民國59年08月23日 03:38:51
大玉成食品工業股份有限公司,99689575,新北市淡水區北新路二段五八號,97077905,121.47837,25.18557,中華民國59年08月23日 03:38:51
嘉義食品工業股份有限公司,99690135,新北市中和區中正路九０七號,86761627,121.48365,25.00622,中華民國59年08月23日 03:38:51
羿品有限公司中和廠,99690824,新北市中和區建一路五號九樓,89643815,121.4882,25.00384,中華民國59年08月23日 03:38:51
堉敏股份有限公司三重廠,99690844,新北市三重區光復路一段六八巷二四弄一一號一樓,22606592,121.47082,25.04798,中華民國59年08月23日 03:38:51
四川土產股份有限公司鶯歌廠,99690892,新北市鶯歌區中正三路二三０巷一九之一號,27013400,121.32894,24.94077,中華民國59年08月23日 03:38:51
軍順食品有限公司三重廠,99690891,新北市三重區中正北路五三０巷一０號,79971211,121.47202,25.07043,中華民國59年08月23日 03:38:51
帛泉企業有限公司,99691225,新北市新店區中正路五三七號二樓,89462308,121.53342,24.98606,中華民國59年08月23日 03:38:51
壯元食品有限公司,99691303,新北市五股區五工三路一一六巷一四號一樓,16573973,121.45608,25.0689,中華民國59年08月23日 03:38:51
大得利家畜肉食品加工廠有限公司有效期限至中華民國102.6.24止,99691338,新北市新莊區環河路六九一號,86229519,121.46535,25.01217,中華民國59年08月23日 03:38:51
立商德有限公司,99691414,新北市中和區中山路二段三一五巷二號七樓,86016282,121.49403,25.00178,中華民國59年08月23日 03:38:51
泰霖豆腐工廠有限公司,99691503,新北市板橋區松柏街七五號一樓,23476822,121.47642,25.0307,中華民國59年08月23日 03:38:51
華建食品企業有限公司,99691696,新北市五股區五工三路一０七號三樓,79988228,121.45624,25.067,中華民國59年08月23日 03:38:51
博研生技有限公司泰山廠,99691717,新北市泰山區明志路一段一二二巷五九號,13132644,,,中華民國59年08月23日 03:38:51
英吉生物科技有限公司,99691768,新北市三重區中正北路一九三巷二一弄一五號,80423115,121.47752,25.07066,中華民國59年08月23日 03:38:51
宏騏烘焙食品行,99691766,新北市中和區中正路七六六號,80937141,121.48532,24.99964,中華民國59年08月23日 03:38:51
鏗達實業有限公司泰山廠,99691850,新北市泰山區泰林路二段二九二巷三號一樓,16265569,121.43119,25.06308,中華民國59年08月23日 03:38:51
順華藥品工業股份有限公司食品廠,99691867,新北市三峽區二鬮路186號,4610454,121.35833,24.90643,中華民國59年08月23日 03:38:51
上宏茂生物科技股份有限公司,99691936,新北市三重區中興北街一五０巷二六號,80542153,121.46783,25.05649,中華民國59年08月23日 03:38:51
統一超食代股份有限公司台北廠,99692065,新北市土城區土城工業區中興路16號,16791845,121.42509,24.96659,中華民國59年08月23日 03:38:51
永成蛋品股份有限公司林口廠,99692267,新北市林口區工四路一二號,12724851,121.40152,25.07811,中華民國59年08月23日 03:38:51
金醇食品有限公司,99692544,新北市汐止區福德一路407號1樓,70455664,121.62718,25.06022,中華民國59年08月23日 03:38:51
輝勵食品廠,99692550,新北市八里區埤頭里觀海大道二六八號,99438026,121.415,25.16229,中華民國59年08月23日 03:38:51
一豆實業有限公司,99692637,新北市土城區永平街40號1樓,80630206,121.42769,24.9607,中華民國59年08月23日 03:38:51
宗燁生物科技有限公司樹林廠,99692729,新北市樹林區大安路五二八號八樓,84204680,121.41366,24.98634,中華民國59年08月23日 03:38:51
同源國際科化股份有限公司,99692914,新北市新店區寶橋路154巷5號4樓、5號5樓及7號5樓,23175608,121.54883,24.97648,中華民國59年08月23日 03:38:51
超品召集令食品有限公司,99692977,新北市三重區中興北街六０巷一、三號,27302871,121.46819,25.05193,中華民國59年08月23日 03:38:51
留乃堂食品有限公司汐止廠,99693101,新北市汐止區福德一路392巷22弄12號,16180372,121.62755,25.06183,中華民國59年08月23日 03:38:51
溫師傅食品有限公司,99693130,新北市中和區錦和路37號,80461665,121.48684,25.00184,中華民國59年08月23日 03:38:51
三叔公食品股份有限公司土城廠,99693214,新北市土城區國際路五五號一、二樓,80076157,121.46674,24.97799,中華民國59年08月23日 03:38:51
波龍那食品有限公司中和廠,99693248,新北市中和區中正路一二二０巷九號,16070902,121.47972,25.01145,中華民國59年08月23日 03:38:51
喬麥屋企業有限公司,99693278,新北市樹林區東順街八０之二號一、二樓,34665271,121.40988,24.97745,中華民國59年08月23日 03:38:51
祿元企業有限公司,99693303,新北市新店區安豐路五四之一號五樓,1883971,121.4995,24.95436,中華民國59年08月23日 03:38:51
美吉食品有限公司,99693333,新北市淡水區民權路231號1樓,84274003,121.46092,25.12922,中華民國59年08月23日 03:38:51
醄醴有限公司,99693406,新北市新莊區五權一路五號七樓之七,27450204,121.46139,25.00775,中華民國59年08月23日 03:38:51
走遍天下食品有限公司,99693418,新北市瑞芳區頂坪路瑞芳工業區一三九號一樓,12891077,121.79301,25.10205,中華民國59年08月23日 03:38:51
全晟食品有限公司,99693416,新北市樹林區柑園街二段一二二巷一二號九樓,80699838,121.38386,24.95533,中華民國59年08月23日 03:38:51
華邑食品工廠,99693500,新北市樹林區東興街二之四號一樓,99792150,121.40901,24.97987,中華民國59年08月23日 03:38:51
樹森開發股份有限公司五股廠,99693537,新北市五股區五工一路一０一號,23148363,121.4576,25.06959,中華民國59年08月23日 03:38:51
亞美食品有限公司,99693600,新北市土城區承天路七一巷四弄三號一樓及五號一樓,80016068,121.44073,24.96354,中華民國59年08月23日 03:38:51
寬大食品有限公司新店一廠,99693681,新北市新店區民生路二九號,89899288,121.53276,24.98623,中華民國59年08月23日 03:38:51
台灣第一家有限公司土城廠,99693760,新北市土城區成功街二之一號,9484738,121.4257,24.96738,中華民國59年08月23日 03:38:51
長庚生物科技股份有限公司明志廠,99693822,新北市泰山區南泰路一號,16753096,121.42137,25.0395,中華民國59年08月23日 03:38:51
湘鄉食品有限公司,99693890,新北市汐止區福德一路四三０巷五號,12745672,121.62606,25.05997,中華民國59年08月23日 03:38:51
柏萊特國際股份有限公司,99693898,新北市新店區中正路四九三號五樓,70482212,121.53362,24.98283,中華民國59年08月23日 03:38:51
東爵企業有限公司樹林廠,99693993,新北市樹林區東順街107號,23044064,121.40835,24.97558,中華民國59年08月23日 03:38:51
兆陽食品行,99694160,新北市板橋區信義路一六三巷九、一一號二樓,20025373,121.45974,24.99248,中華民國59年08月23日 03:38:51
宣洋實業股份有限公司五股廠,99694224,新北市五股區五權路四二之一號三樓,84747208,121.45149,25.06796,中華民國59年08月23日 03:38:51
大安工研食品工廠股份有限公司淡水廠,99694305,新北市淡水區埤島里行忠路168號,3028426,121.45526,25.19984,中華民國59年08月23日 03:38:51
安立司食品有限公司,99694355,新北市樹林區樹中街六三號一樓,27778550,121.4213,24.98525,中華民國59年08月23日 03:38:51
品喀國際股份有限公司,99694374,新北市中和區中正路七三六號五樓之二、之三、之四,80149047,121.48555,24.99789,中華民國59年08月23日 03:38:51
韓寶國際企業有限公司,99694409,新北市泰山區新北大道6段401號2樓,27653741,121.42175,25.03207,中華民國59年08月23日 03:38:51
中興豆沙行,99694421,新北市三重區中正北路一九三巷三五弄四七號,99296309,121.47796,25.07121,中華民國59年08月23日 03:38:51
東穎食品實業有限公司,99694463,新北市中和區立德街九八巷八二號,27810539,121.48867,25.00818,中華民國59年08月23日 03:38:51
郭泉發食品工廠第一廠,99694543,新北市板橋區雙十路二段一三０巷二弄八０號及八０號一樓之一,33259107,121.47567,25.02911,中華民國59年08月23日 03:38:51
鑫格食品有限公司,99694618,新北市中和區中山路二段三一五巷六號（一樓）,54311348,121.49417,25.00145,中華民國59年08月23日 03:38:51
大佳麥有限公司,99694614,新北市中和區中正路一二０六巷八號一樓,80051705,121.48033,25.01104,中華民國59年08月23日 03:38:51
程美珍金食品有限公司,99694620,新北市中和區中板路47巷23號及2樓,27857631,121.48218,25.01092,中華民國59年08月23日 03:38:51
豐華食品股份有限公司,99694619,新北市五股區五工二路一０六巷五號二樓,27856865,121.4579,25.06886,中華民國59年08月23日 03:38:51
誠展食品有限公司,99694776,新北市中和區建六路五三號一、二樓,27854851,121.48599,25.00226,中華民國59年08月23日 03:38:51
三得冠股份有限公司深坑廠,99694797,新北市深坑區北深路三段二六六號二樓,13048225,121.59874,25.00479,中華民國59年08月23日 03:38:51
富一食品企業股份有限公司,99694844,新北市五股區五權三路二四號一樓,22379175,121.45373,25.06478,中華民國59年08月23日 03:38:51
弘燁實業股份有限公司,99694928,新北市三重區光復路2段90號,12821474,121.47194,25.05764,中華民國59年08月23日 03:38:51
登峰食品有限公司,99694927,新北市淡水區中正東路一段三巷三七號、四三號、四五號八樓,70651342,121.45221,25.16587,中華民國59年08月23日 03:38:51
鼎耀食品股份有限公司新店廠,99694965,新北市新店區寶橋路二三五巷一四號一樓,22161107,121.5515,24.98059,中華民國59年08月23日 03:38:51
貴族世家企業股份有限公司土城廠,99695011,新北市土城區沛陂里一六鄰中興路一七號（一、二、三樓）,89496779,121.42509,24.96659,中華民國59年08月23日 03:38:51
祥立食品有限公司樹林廠,99695045,新北市樹林區三龍街九七號一樓,84801413,121.41681,25.01842,中華民國59年08月23日 03:38:51
萬通食品廠股份有限公司汐止廠,99695061,新北市汐止區福德一路三四二巷二弄一號五樓之一、七號五樓,84116096,121.62943,25.06325,中華民國59年08月23日 03:38:51
萊爾富國際股份有限公司五股廠,99695077,新北市五股區五工六路15號1樓,23285582,121.44989,25.06212,中華民國59年08月23日 03:38:51
名記豆腐有限公司新莊廠,99695115,新北市新莊區復興路三段五０號一、二樓,27578700,121.46176,25.04444,中華民國59年08月23日 03:38:51
台新食品有限公司,99695302,新北市土城區亞洲路五八巷三弄一二號,70603200,121.4346,24.97356,中華民國59年08月23日 03:38:51
一之軒食品有限公司新店廠,99695426,新北市新店區復興路一一一號六樓,22751743,121.53417,24.98778,中華民國59年08月23日 03:38:51
中生生技製藥股份有限公司淡水二廠,99695463,新北市淡水區埤島里行忠路70號,4883172,121.45044,25.19884,中華民國59年08月23日 03:38:51
禾家宜有限公司,99695509,新北市土城區永豐路一九五巷七弄一號一、二樓,29131847,121.47185,24.97889,中華民國59年08月23日 03:38:51
范記天下素食有限公司,99695521,新北市中和區立德街五二巷一七號一樓,27868763,121.48829,25.00823,中華民國59年08月23日 03:38:51
日意實業有限公司,99695544,新北市樹林區新興街三七巷九號二、三樓,23244957,121.40202,24.97257,中華民國59年08月23日 03:38:51
禾品企業有限公司,99695595,新北市樹林區備內街四五號,28070842,121.41235,24.98726,中華民國59年08月23日 03:38:51
紅杉有限公司,99695606,新北市新店區寶高路7巷4號1樓,80616921,121.5519,24.97809,中華民國59年08月23日 03:38:51
嘉軒食品廠有限公司,99695702,新北市土城區日新街三三巷七號一、三樓,28147194,121.44323,24.98738,中華民國59年08月23日 03:38:51
素仚食品有限公司,99695723,新北市樹林區東豐街四九巷八弄二九號一樓,28091059,121.41387,24.97516,中華民國59年08月23日 03:38:51
強富食品股份有限公司,99695767,新北市三重區光復路二段四二巷三九號五樓,28145267,121.46933,25.05461,中華民國59年08月23日 03:38:51
祈光訊息能科技有限公司,99695802,新北市土城區中央路3段76巷22號1樓,27369176,121.43591,24.96821,中華民國59年08月23日 03:38:51
珍典食品有限公司,99695805,新北市中和區中山路二段三八０巷三三號一樓,28323001,121.49074,25.00487,中華民國59年08月23日 03:38:51
一德立食品有限公司,99695855,新北市中和區中山路二段六０六號一樓,28350962,121.48177,25.00542,中華民國59年08月23日 03:38:51
第一分道山葵店有限公司,99695876,新北市中和區中板路18巷2弄16號,22596406,121.48447,25.01201,中華民國59年08月23日 03:38:51
來來食品廠,99695939,新北市汐止區大安街五六巷三三弄七號一樓,9654613,121.67835,25.07411,中華民國59年08月23日 03:38:51
沅德企業社,99695971,新北市深坑區萬福里北深路三段二七０巷一一號二樓,9729641,121.59877,25.00554,中華民國59年08月23日 03:38:51
吉又祥食品有限公司,99696029,新北市中和區錦和路二五號二、三樓,28377821,121.48641,25.00278,中華民國59年08月23日 03:38:51
風城製麵有限公司一廠,99696184,新北市新店區民權路一０八號地下一樓、一０八之一號地下一樓、一０八之三號地下一樓,89987162,121.53567,24.98298,中華民國59年08月23日 03:38:51
尚冠冷凍食品有限公司瑞芳廠,99696209,新北市瑞芳區大埔路有勝二村二一號一樓,86658270,121.76563,25.10211,中華民國59年08月23日 03:38:51
媽媽家食品企業有限公司新莊廠,99696210,新北市新莊區五權二路二０號七樓之三,89457728,121.45725,25.06656,中華民國59年08月23日 03:38:51
大政素食國際有限公司,99696275,新北市樹林區東興街六巷一六、一八號一、二樓,28025777,121.40878,24.97887,中華民國59年08月23日 03:38:51
味仙餐飲有限公司,99696450,新北市泰山區德安街一九號,12897044,121.41884,25.03149,中華民國59年08月23日 03:38:51
財欣食品有限公司,99696537,新北市汐止區大同路一段三０二巷二０號一樓及夾層,28335597,121.63632,25.05717,中華民國59年08月23日 03:38:51
驊珍食品有限公司,99696584,新北市三重區重新路一段九九號,36160796,121.50077,25.06339,中華民國59年08月23日 03:38:51
嘉展食品廠有限公司,99696665,新北市新店區寶橋路二三五巷六弄一號一樓,28649892,121.5522,24.9805,中華民國59年08月23日 03:38:51
安堡食品有限公司,99696714,新北市土城區中央路二段三九四巷八號一樓,27491373,121.43831,24.97165,中華民國59年08月23日 03:38:51
新台統食品有限公司,99696727,新北市三芝區大片頭八三之一八號一樓,28106243,121.46011,25.24626,中華民國59年08月23日 03:38:51
三商烘焙食品股份有限公司深坑廠,99696725,新北市深坑區北深路三段二七０巷一六號之三,28454657,121.59915,25.00597,中華民國59年08月23日 03:38:51
元健觀音亭素食批發行,99696807,新北市樹林區中正路二三四巷一六號一樓,99295126,121.41868,25.0075,中華民國59年08月23日 03:38:51
泓霖食品工業有限公司,99696827,新北市土城區承天路71巷4弄21號,27670452,121.44159,24.96319,中華民國59年08月23日 03:38:51
旭揚食品工業股份有限公司,99696852,新北市中和區建一路九三巷一號五樓,28664350,121.48843,25.00226,中華民國59年08月23日 03:38:51
美堤食品有限公司,99696871,新北市汐止區康寧街一六三號一、二、三樓,97313611,121.62246,25.06698,中華民國59年08月23日 03:38:51
福商勝蛋品有限公司,99696888,新北市新莊區後港一路二０二號一樓,16255719,121.43326,25.02829,中華民國59年08月23日 03:38:51
巧味多企業有限公司,99696904,新北市中和區立德街一０七號六樓,89787523,121.48581,25.00864,中華民國59年08月23日 03:38:51
集好佳興業有限公司（新店廠）,99696900,新北市新店區寶橋路二三五巷一三號一樓,16688791,121.55106,24.98082,中華民國59年08月23日 03:38:51
青商有限公司樹林廠,99696938,新北市樹林區忠信街三號一樓,27981744,121.40902,25.01514,中華民國59年08月23日 03:38:51
雪之戀食品有限公司,99696937,新北市土城區國際路五五號三樓,54836055,121.46674,24.97799,中華民國59年08月23日 03:38:51
竑品食品股份有限公司,99696962,新北市三重區光復路一段八三巷九號一０樓,28199468,121.47321,25.05013,中華民國59年08月23日 03:38:51
康禾興業股份有限公司,99697021,新北市中和區中山路三段一一０號四樓之四,80078943,121.47674,25.00646,中華民國59年08月23日 03:38:51
寶艦企業有限公司,99697029,新北市汐止區康寧街一六九巷二七之一號五樓之一、五樓之二,23237317,121.62265,25.06877,中華民國59年08月23日 03:38:51
蜂蜜蜜蜂咖啡豆有限公司鶯歌廠,99697063,新北市鶯歌區二甲路二０之三號一樓,30873797,121.34087,24.93729,中華民國59年08月23日 03:38:51
科捷生物科技股份有限公司汐止廠,99697072,新北市汐止區康寧街153號6樓,28002660,121.62238,25.06779,中華民國59年08月23日 03:38:51
香華天股份有限公司興仁廠,99697101,新北市淡水區頂田寮路145號3樓,80189440,121.46202,25.2164,中華民國59年08月23日 03:38:51
台灣景兆豐股份有限公司汐止廠,99697102,新北市汐止區大安街五六巷二四號一、二、三樓,16759248,121.67846,25.07351,中華民國59年08月23日 03:38:51
元本食品行,99697109,新北市樹林區光明街一０號一樓,95892516,121.41104,24.98917,中華民國59年08月23日 03:38:51
中原食品工業開發股份有限公司三峽二廠,99697200,新北市三峽區正義街一八號一樓,22640634,121.36923,24.91893,中華民國59年08月23日 03:38:51
海津企業股份有限公司,99697230,新北市汐止區大同路一段三三七巷一六弄三九號,20906849,121.6369,25.06133,中華民國59年08月23日 03:38:51
苦行生化科技有限公司員山廠,99697236,新北市中和區員山路五０六號三樓,80072151,121.47941,25.00863,中華民國59年08月23日 03:38:51
韓松貿易有限公司,99697310,新北市五股區五權八路三九號一樓,80189510,121.4489,25.0693,中華民國59年08月23日 03:38:51
睿森生物科技有限公司,99718018,新北市三重區重新路五段639之1、639之2、639之3號5樓,80553427,121.46679,25.04341,中華民國59年08月23日 03:38:51
明宜食品有限公司,99718022,新北市樹林區俊英街一一六巷九號,12725824,121.4278,25.00588,中華民國59年08月23日 03:38:51
歐立食品股份有限公司三重廠,99718036,新北市三重區光復路二段一六號一樓,9499839,121.47194,25.05397,中華民國59年08月23日 03:38:51
京工興業有限公司,99718035,新北市中和區新民街九四巷一二號一樓,70738122,121.48136,25.00874,中華民國59年08月23日 03:38:51
鄭家香食品有限公司,99718091,新北市中和區立德街九八巷六四號一樓,27402724,121.48817,25.00856,中華民國59年08月23日 03:38:51
成長事業有限公司,99718126,新北市五股區工商路六０號一樓,28908187,121.43909,25.08438,中華民國59年08月23日 03:38:51
逢興生物科技股份有限公司中和廠,99718182,新北市中和區立德街一四八巷二六號四樓,12954810,121.48688,25.00896,中華民國59年08月23日 03:38:51
惟朵食品有限公司,99718261,新北市汐止區大同路一段三０二巷一八號一樓,28912485,121.6362,25.0573,中華民國59年08月23日 03:38:51
上果食品有限公司,99718301,新北市中和區建康路一七四號五樓,80137252,121.49053,24.99981,中華民國59年08月23日 03:38:51
紅飛股份有限公司,99718348,新北市新店區中正路四維巷二弄六號四樓,16491277,121.5344,24.98492,中華民國59年08月23日 03:38:51
美食達人股份有限公司新莊廠,99718372,新北市新莊區五權三路12巷3號1樓及3樓,27617149,121.45296,25.06303,中華民國59年08月23日 03:38:51
舒麥爾食品有限公司中和廠,99718390,新北市中和區中板路18巷1弄19號1、2樓,23832688,121.48337,25.01251,中華民國59年08月23日 03:38:51
伂橙股份有限公司,99718415,新北市五股區五權六路26號(3、4、5樓),86017536,121.45127,25.06578,中華民國59年08月23日 03:38:51
得記食品有限公司新店廠,99718422,新北市新店區中正路四維巷二弄一號四樓,4605797,121.53417,24.98524,中華民國59年08月23日 03:38:51
大登食品有限公司新店廠,99718452,新北市新店區寶橋路二三五巷六弄五號一樓,22718772,121.55192,24.9808,中華民國59年08月23日 03:38:51
麗米檢驗科技有限公司中和廠,99718474,新北市中和區建康路一五六號一樓,28577877,121.49034,25.0,中華民國59年08月23日 03:38:51
育啟食品有限公司土城廠,99718487,新北市土城區中華路一段五六巷二五號一樓,28749442,121.44442,24.98954,中華民國59年08月23日 03:38:51
核綠旺食品科技股份有限公司,99718501,新北市中和區連城路二二二巷六弄八號一樓,28370664,121.49112,24.99784,中華民國59年08月23日 03:38:51
太允國際股份有限公司,99718570,新北市板橋區信義路一六三巷九號四樓,12889831,121.45964,24.99259,中華民國59年08月23日 03:38:51
直欣食品有限公司五股廠,99718637,新北市五股區五權路一九號一樓,34426384,121.449,25.06598,中華民國59年08月23日 03:38:51
高格工業有限公司五股廠,99718731,新北市新莊區五權一路五號六樓之五,23898576,121.45793,25.06617,中華民國59年08月23日 03:38:51
雅傳企業有限公司,99718771,新北市樹林區東豐街四九之一號,86487500,121.41511,24.97549,中華民國59年08月23日 03:38:51
祥榮生物科技有限公司,99718924,新北市土城區永豐路一九五巷二七弄三二號,29112052,121.47268,24.9804,中華民國59年08月23日 03:38:51
板田實業有限公司,99718901,新北市樹林區備內街五二之二號,80396757,121.41211,24.98764,中華民國59年08月23日 03:38:51
豆穌朋食品股份有限公司,99718930,新北市新店區寶興路45巷6弄10號(1樓、2樓),13101895,121.55096,24.97412,中華民國59年08月23日 03:38:51
羽恩有限公司新莊廠,99718956,新北市新莊區五權一路三號八樓之六,28856625,121.45739,25.06559,中華民國59年08月23日 03:38:51
正茂食品有限公司三重廠,99718967,新北市三重區自強路四段一０號一樓,70530994,121.48838,25.07631,中華民國59年08月23日 03:38:51
盛源食品原料股份有限公司,99719061,新北市三峽區溪東路86號1樓,4674421,121.40265,24.9341,中華民國59年08月23日 03:38:51
益合國際股份有限公司,99719155,新北市五股區五權路三九號地下一樓、一樓、二樓,80610671,121.45187,25.06891,中華民國59年08月23日 03:38:51
統賀冷凍食品有限公司,99719175,新北市三重區中正北路五三０巷一八號一樓,84515538,121.47203,25.06948,中華民國59年08月23日 03:38:51
金龍億食品有限公司,99719183,新北市中和區建八路一三一號（一樓）,80650363,121.48995,24.99867,中華民國59年08月23日 03:38:51
威翰麵包工廠,99719235,新北市汐止區福德一路四三五號,30352255,121.62627,25.05941,中華民國59年08月23日 03:38:51
永兆豐股份有限公司三重廠,99719243,新北市三重區中正北路193巷21弄39號,27788810,121.47859,25.07091,中華民國59年08月23日 03:38:51
欣洲食品有限公司,99719262,新北市三重區國道路1段67號1樓,80737489,121.48073,25.07278,中華民國59年08月23日 03:38:51
唯一行食業股份有限公司五股廠,99719281,新北市五股區五權三路二四號三之五樓,35340321,121.45373,25.06478,中華民國59年08月23日 03:38:51
委鵬實業有限公司,99719282,新北市土城區慶祥街七七號一樓,89892264,121.43529,24.97226,中華民國59年08月23日 03:38:51
野村食品企業股份有限公司淡水廠,99719330,新北市淡水區下圭柔山七六之八號,84468726,121.4429,25.20544,中華民國59年08月23日 03:38:51
